ID,TIPO,INSTITUCIO,CALLE,NUMERO,REFERENCIA,COLONIA,C_P_,Observacio,Alcaldía,geometry
612.0,TIENDA DE AUTOSERVICIO_1,La Comer Iztapalapa,Calz. Ermita Iztapalapa,3799,,Santiago Acahualtepec 1A ampliación,09608,,Iztapalapa,POINT (498676.3557000002 2139787.2731)
613.0,TIENDA DE AUTOSERVICIO_1,Bodega Aurrera,Av. Tlahuac,250,,Santa Isabel Industrial,09820,,Iztapalapa,POINT (488774.1105000004 2139296.2972)
614.0,TIENDAS DE AUTO SERVICIO,"COMERCIAL MEXICANA, S.A. DE C.V.",Calz. Ermita Iztapalapa,2955,Entre Mariano Matamoros y Sn. Felipe de Jesus,Sn. Miguel,09360,Actualmente CENTRO Y PLAZA COMERCIAL Iztapalapa,Iztapalapa,POINT (492462.1882999996 2139574.421599999)
615.0,TIENDAS DE AUTO SERVICIO,"GIGANTE, S.A. DE C.V.",Calz. Ermita Iztapalapa,1863,Entre Av. Sn. Lorenzo y Mina,Los Ángeles,09830,Actualmente es Soriana,Iztapalapa,POINT (492225.56539999973 2139587.7990000006)
616.0,TIENDAS DEPARTAMENTALES,"SUBURBIA, S.A. DE C.V.",Calz. Ermita Iztapalapa,2039,Esq. Margarita,Angeles,09830,También hay una Bodega Aurrera,Iztapalapa,POINT (492841.8507000003 2139268.869000001)
617.0,TIENDA DE AUTOSERVICIO_1,Soriana Tláhuac,Av. Tlahuac,390,,Culhuacan,09800,,Iztapalapa,POINT (488737.5116999997 2138826.3137999997)
618.0,TIENDA DE AUTOSERVICIO_1,Soriana,San Lorenzo,2171,,San Juan Xalpa,09850,,Iztapalapa,POINT (492037.3141000001 2137850.377699999)
619.0,CENTRO Y PLAZA COMERCIAL,Mercado de Culhuacán no. 186,Iturbide,s/n,,Culhuacán,09800,,Iztapalapa,POINT (488595.84109999985 2138203.923800001)
620.0,CENTRO Y PLAZA COMERCIAL,Mercado Puente Blanco,Río Churubusco,l-47,,Puente Blanco,09770,,Iztapalapa,POINT (493248.6205000002 2137237.2368)
621.0,CENTRO Y PLAZA COMERCIAL,Mercado Presidentes de México,Lázaro Cardenas,m 70 l 1C,,Presidentes de México,09740,,Iztapalapa,POINT (493774.53780000005 2137412.7728000004)
622.0,TIENDAS DE AUTO SERVICIO,"COMERCIAL MEXICANA, S.A. DE C.V.",Av. Tláhuac,4486,Entre Sn. Francisco de Asis y Av.11,Sn. Nicolás Tolentino,09880,Actualmente es una tienda de azulejos,Iztapalapa,POINT (490757.4364 2136386.4350000005)
623.0,CENTRO Y PLAZA COMERCIAL,La Estrella,Av. Tlahuac,4746 lt 14,,Granjas Estrella,09889,,Iztapalapa,POINT (491118.3568000002 2136321.2019999996)
624.0,TIENDA DE AUTOSERVICIO_1,Soriana Tulyehualco,Juarez,mz 39 lt 13,,Granjas Estrella,09889,,Iztapalapa,POINT (490915.4413999999 2136436.3608)
625.0,CENTRO Y PLAZA COMERCIAL,Portal Lomas Estrella,Av. Tlahuac,4409,,Lomas Estrella,09890,,Iztapalapa,POINT (490091.29289999977 2136349.991699999)
626.0,TIENDA DE AUTOSERVICIO_1,Bodega Aurrera,Av. Tlahuac,4421,,Lomas Estrella,09890,,Iztapalapa,POINT (490265.41860000044 2136271.9473)
627.0,TIENDA DE AUTOSERVICIO_1,Bodega Aurrera,Avenida 11,32,,El Vergel,09880,,Iztapalapa,POINT (491165.21839999966 2136109.5632000007)
628.0,CENTRO Y PLAZA COMERCIAL,Plaza El Vergel,Av. Tlahuac,1535,,El Vergel,09880,,Iztapalapa,POINT (491514.7712000003 2136154.5866)
629.0,TIENDAS DE AUTO SERVICIO,"BODEGA AURRERA,S.A. DE C.V.",Av. Tláhuac,1577,Entre las Torres y Periférico,Guadalupe Barrio,09900,,Iztapalapa,POINT (492410.22190000024 2135704.9268999994)
630.0,CENTRO Y PLAZA COMERCIAL,Parque Las Antenas,Calz. Canal de Garay,89,,La Esperanza,09910,Tiene un Walmart y Liverpool,Iztapalapa,POINT (491906.8180999998 2135627.5808000006)
631.0,TIENDA DE AUTOSERVICIO_1,Walmart,Av. Tlahuac,5662,,San Lorenzo Tezonco,09790,,Iztapalapa,POINT (493727.09750000015 2134799.3445999995)
632.0,TIENDA DE AUTOSERVICIO_1,Soriana Reforma Ermita,Calz. Ermita Iztapalapa,3016,,Reforma Política,09730,,Iztapalapa,POINT (497029.82550000027 2138889.567500001)
633.0,CENTRO Y PLAZA COMERCIAL,Plaza Ermita Iztapalapa,Calz. Ermita Iztapalapa,3417,,Xalpa,09640,,Iztapalapa,POINT (498084.1462000003 2139311.6273)
634.0,TIENDA DE AUTOSERVICIO_1,Bodega Aurrera,Calz. Ermita Iztapalapa,3419,,Xalpa,09640,,Iztapalapa,POINT (498070.8877999997 2139195.0637)
635.0,TIENDA DE AUTOSERVICIO_1,Bodega Aurrera,Lucio Blanco,mz 19 lt2-A,,La Era,09720,,Iztapalapa,POINT (494340.5066999998 2138408.5354999993)
636.0,TIENDA DE AUTOSERVICIO_1,Chedraui,Cuauhtemoc,139,,Sta. Cruz Meyehualco,09700,,Iztapalapa,POINT (495983.72229999956 2138381.6043)
637.0,CENTRO Y PLAZA COMERCIAL,Forum Ermita,Calle 5,17,,Granjas de San Antonio,09070,,Iztapalapa,POINT (488403.1804999998 2140352.7600999996)
638.0,TIENDA DE AUTOSERVICIO_1,Soriana,Av. del Árbol,131,,Consejo Agrarista Mexicano,09760,,Iztapalapa,POINT (494120.28270000033 2136332.7381999996)
639.0,TIENDA DE AUTOSERVICIO_1,Bodega Aurrera,Villa Feliche,16,,Carlo Hank Gonzalez,09700,,Iztapalapa,POINT (494903.85840000026 2137294.9418)
640.0,CENTRO Y PLAZA COMERCIAL,Mercado Carlos Hank González,Villa Figueroa,s/n,,Carlos Hank González,09700,,Iztapalapa,POINT (494604.8147999998 2137278.9472000003)
641.0,,CENTRO Y PLAZA COMERCIAL,Tezozomoc,s/n,,Mixcoatl,09708,,Iztapalapa,POINT (494664.82210000046 2136899.9306000005)
642.0,TIENDA DE AUTOSERVICIO_1,Bodega Aurrera,Av. del Vergel,224,,Presidentes de México,09740,,Iztapalapa,POINT (493992.2220999999 2137717.3643999994)
643.0,TIENDA DE AUTOSERVICIO_1,Bodega Aurrera,Guadalupe Victoria,115,,Sta. Cruz Meyehualco,09700,,Iztapalapa,POINT (495345.3641999997 2138321.7391)
644.0,TIENDA DE AUTOSERVICIO_1,Bodega Aurrera,Calz Ermita Iztapalapa,2771,,Sta Cruz Meyehualco,09700,,Iztapalapa,POINT (496243.0466 2138797.1645)
645.0,CENTRO Y PLAZA COMERCIAL,Plaza Iztapalapa Center,Calz Ermita Iztapalapa,4050-C,,Sta Martha Acatitla,09510,,Iztapalapa,POINT (499159.02529999986 2140211.7478)
646.0,TIENDA DEPARTAMENTAL_1,Coppel Santa Martha,Calz Ermita Iztapalapa,4050-C,,Santa Martha Acatitla,09510,,Iztapalapa,POINT (499764.6135 2140466.999399999)
647.0,TIENDA DE AUTOSERVICIO_1,Bodega Aurrera,Francisco I. Madero,L77,,Mguel de la Madrid Huertado,09698,,Iztapalapa,POINT (499869.5159 2139063.5571)
648.0,TIENDA DE AUTOSERVICIO_1,Super ISSSTE,Ejercito de Chilpancingo Sur,s/n,,Ermita Zaragoza,09180,,Iztapalapa,POINT (500502.0192 2141119.1372999996)
649.0,TIENDA DE AUTOSERVICIO_1,Bodega Aurrera,Calz Ingnacio Zaragoza,mz-131 LT-16,,Sta Martha Acatitla Norte,09140,,Iztapalapa,POINT (498793.1354 2141821.5755000003)
650.0,TIENDA DE AUTOSERVICIO_1,Bodega Aurrera,José de la Luz Blanco,1535,,Santa Martha Acatitla,09140,,Iztapalapa,POINT (498357.2001 2142973.4064000007)
651.0,CENTRO Y PLAZA COMERCIAL,Plaza Guelatao,Ignacio Zaragoza,s/n,,Juan Escutia,09100,,Iztapalapa,POINT (496195.6144000003 2143581.8626000006)
652.0,CENTRO Y PLAZA COMERCIAL,Plaza Zaragoza,NULCalz Ignacio Zaragoza,1450,,Juan Escutia,09100,Hay un Soriana,Iztapalapa,POINT (494632.3365000002 2144533.5956999995)
653.0,TIENDA DE AUTOSERVICIO_1,Bodega Aurrera,Av México,14A,,Paraje Zacatepec,09560,,Iztapalapa,POINT (497712.5630999999 2140404.1240999997)
654.0,TIENDA DE AUTOSERVICIO_1,Bodega Aurrera,Av José María Morelos y Pavón,27,,Santa María Aztahuacan,09500,,Iztapalapa,POINT (496423.2890999997 2139399.8846000005)
655.0,TIENDA DE AUTOSERVICIO_1,Bodega Aurrera,Jalisco,15,,Santa María Aztahuacan,09500,,Iztapalapa,POINT (497378.55200000014 2139038.848200001)
656.0,TIENDA DE AUTOSERVICIO_1,Bodega Aurrera,16 de Septiembre,33,,Santa Martha Acatitla,09510,,Iztapalapa,POINT (499010.7720999997 2141138.2205)
657.0,TIENDA DE AUTOSERVICIO_1,Chedraui,Manzanillo,14,,San Sebastian Tecoloxtitla,09520,,Iztapalapa,POINT (497960.0931000002 2140758.5420999993)
658.0,TIENDA DE AUTOSERVICIO_1,Bodega Aurrera,Anillo Periferico Sec B,LT21 MZ17,,Constitución de 1917,09260,,Iztapalapa,POINT (493810.87650000025 2138917.7305999994)
659.0,CENTRO Y PLAZA COMERCIAL,Mercado  Constituyentes de 1917,Canal de San Juan,s/n,,Constitución de 1917,09260,,Iztapalapa,POINT (493773.5926000001 2139410.3639)
660.0,TIENDA DE AUTOSERVICIO_1,Chedraui,Soto y Gama,21,,Progresista,09240,,Iztapalapa,POINT (493323.0968000004 2140582.7119999994)
661.0,TIENDA DEPARTAMENTAL_1,Suburbia,Calz Ermita Iztapalapa secc sexta,LT306,,Los Ángeles,09830,,Iztapalapa,POINT (492913.6353000002 2139214.0165)
662.0,TIENDA DE AUTOSERVICIO_1,Bodega Aurrera,Luis Hidalgo Monroy,573,,San Miguel,09360,,Iztapalapa,POINT (492427.84109999985 2139888.4365999997)
663.0,CENTRO Y PLAZA COMERCIAL,Mercado La Purisima,Av. Luis Hidalgo Monroy,s/n,,San Miguel,09360,,Iztapalapa,POINT (492180.09049999993 2140047.9411999993)
664.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Av. de la República,145-B,Av. Juarez,Tabacalera Revolucion,06030,Actualmente lote comercial,Cuauhtémoc,POINT (484011.6869000001 2149092.8232000005)
665.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Reforma,3,Esq. La Fragua,Tabacalera Revolucion,06030,Actualmente AT&T Reforma,Cuauhtémoc,POINT (483077.0371850893 2148226.148025275)
666.0,TIENDAS DEPARTAMENTALES,"SUBURBIA, S.A. DE C.V.",Av. Sonora,180,Esq. Amsterdam,Hipódromo,06100,"Actualmente es un lote con HSBC, Starbucks, Optica",Cuauhtémoc,POINT (482407.8662999999 2146567.0951000005)
667.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Insurgentes Sur,421,Esq. Aguascalientes,Hipódromo Condesa,06100,Actualmente Consejo Nacional de Fomento Educativo,Cuauhtémoc,POINT (482293.6651999997 2145948.3224)
668.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Benjamin Hill,47,Carlos B. Zetina,Hipódromo Condesa,06170,Actualmente Universidad La Salle Unidad Condesa,Cuauhtémoc,POINT (480968.64859999996 2146029.0022)
669.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Calz. de los Misterios,2,Esq. Manuel González,Ex-Hipodromo de Peralvillo,06250,,Cuauhtémoc,POINT (486245.97979999986 2151081.9788000006)
670.0,TIENDAS DE AUTO SERVICIO,"ALMACENES AURRERA, S.A. DE C.V.",Insurgentes Norte,131,J m Meneses,Buenavista,06350,Actualmente Walmart,Cuauhtémoc,POINT (483849.51609999966 2149931.9422999993)
671.0,TIENDAS DEPARTAMENTALES,HERMANOS VAZQUEZ,Carlos J. Meneses,243,Esq. Aldama,Guerrero,06350,,Cuauhtémoc,POINT (484182.82239999995 2149967.6106000002)
672.0,TIENDAS DEPARTAMENTALES,VIANA,Insurgentes Norte,3,Esq. Puente de Alvarado,Buenavista,06350,Edificio en reparación,Cuauhtémoc,POINT (483703.7778000003 2149535.158399999)
673.0,TIENDAS DEPARTAMENTALES,"SUBURBIA, S.A. DE C.V.",Insurgentes Norte,151,Esq. Carlos J. Meneses,Buenavista,06350,,Cuauhtémoc,POINT (483895.19130000006 2150065.5712)
674.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Insurgentes Norte,70,Esq. Gomez Farias,San Rafael,06470,,Cuauhtémoc,POINT (483730.57589226175 2149766.5380705716)
675.0,TIENDAS DE AUTO SERVICIO,"BODEGA COMERCIAL MEXICANA, S.A. DE C.V.",Nogal,212,Esq. Carpio,Sta. María La Ribera,06400,Actualmente es La Comer Sta María La Ribera,Cuauhtémoc,POINT (482805.23309999984 2150757.494999999)
676.0,TIENDAS DEPARTAMENTALES,OPTIMA,Sn. Cosme,33,Esq. Sn. Maria La Ribiera,Sta. María La Ribera,06400,,Cuauhtémoc,POINT (483459.4759999998 2149618.6345000006)
677.0,TIENDAS DE AUTO SERVICIO,"COMERCIALIZADORA EL SARDINERO,",Dr. Atl,243,Esq. Eligio Ancona,Sta. María la Ribera,06400,Actualmente es un edificio en donde se rentan ofic,Cuauhtémoc,POINT (483663.4900000002 2150838.5840000007)
678.0,CENTRO COMERCIAL,"LA LUNA UNIDAD COMERCIALIZADORA,S.A. DE C.V.",Ricardo Flores Magón,290,Eje 1 Pte. Guerrero,Buenavista,06400,Actualmente TIENDA DE AUTOSERVICIO Bodega Aurrera,Cuauhtémoc,POINT (483946.6701999996 2151063.1789999995)
679.0,TIENDAS DEPARTAMENTALES,K-2,Cipres,333,Eje 2 Nte.,Atlampa,06450,Actualmente es UTEP Empresa de transporte,Cuauhtémoc,POINT (483671.01300000027 2151498.6268000007)
680.0,TIENDAS DE AUTO SERVICIO,"BODEGA AURRERA,S.A. DE C.V.",Serapio Rendón,117,Entre Maestro  Antonio Caso y Sullivan,Sn. Rafael,06470,,Cuauhtémoc,POINT (483091.1863000002 2148880.0974000003)
681.0,TIENDAS DE AUTO SERVICIO,ISSSTETIENDAS,Sadi Carnot,54,Esq. Antonio Caso,Sn. Rafael,06470,Actualmente es FSTSE,Cuauhtémoc,POINT (483407.6207047952 2149108.6526384666)
682.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Antonio Caso,52,Esq. Rasa Moreno,Sn. Rafael,06470,,Cuauhtémoc,POINT (483438.7555999998 2148878.005999999)
683.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Paseo de la Reforma,333,Paseo de la Reforma,Cuauhtémoc,06500,"Actualmente Santander, Citibanamex, Shake shack",Cuauhtémoc,POINT (482374.5022 2148209.9986000005)
684.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Paseo de la Reforma,506,Esq. Lieja,Juárez,06600,Actualmente Torre BBVA,Cuauhtémoc,POINT (481653.02419999987 2147627.459899999)
685.0,TIENDAS DE AUTO SERVICIO,ISSSTETIENDAS,Napoles,39,Esq. Londres,Juárez,06600,Actualmente es un edificio con servicio,Cuauhtémoc,POINT (483160.35529999994 2148079.1230999995)
686.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Niza,S/N,Esq. Hamburgo,Juárez,06600,Actualmente Farmacias del Ahorro,Cuauhtémoc,POINT (482930.03589999955 2148084.6498000007)
687.0,TIENDAS DEPARTAMENTALES,SEARS,Insurgentes,214,Esq. Sn. Luis Potosi,Roma,06700,,Cuauhtémoc,POINT (482591.1913999999 2146474.1908)
688.0,TIENDAS DEPARTAMENTALES,"EL PALACIO DE HIERRO, S.A. DE C.V.",Durango,230,Entre Salamanca y Valladolid,Roma Norte,06700,,Cuauhtémoc,POINT (482226.9276999999 2147165.0209)
689.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Salamanca,74,Entre Durango y Colima,Roma,06700,Es parte del Palacio de Hierro,Cuauhtémoc,POINT (482236.73319999967 2147100.7216999996)
690.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Insurgentes Sur,239,Esq. Tabasco,Roma,06700,,Cuauhtémoc,POINT (482687.5537999999 2147116.219799999)
691.0,TIENDAS DEPARTAMENTALES,VIANA,Insurgentes Sur,264,Esq. Chihuahua,Roma,06700,Actualmente esta en construcción,Cuauhtémoc,POINT (482695.9956 2146941.1580999997)
692.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Av. Cuauhtémoc,242,Esq. Dr. Pasteur,Doctores,06720,Actualmente edificio,Cuauhtémoc,POINT (483791.53160000034 2146597.3423999995)
693.0,TIENDAS DE AUTO SERVICIO,"BODEGA AURRERA,S.A. DE C.V.",Av. Cuauhtémoc,403,Bajio y Tehuantepec,Roma Sur,06760,Actualmente es una Unidad Habitacional,Cuauhtémoc,POINT (483665.57490000036 2145696.0743000004)
694.0,TIENDAS DE AUTO SERVICIO,"WOOLWORTH MEXICANA, S.A. DE C.V.",Av.Insurgentes Sur,376,Entre Coahuila y Campeche,Roma Sur,06760,,Cuauhtémoc,POINT (482485.5432000002 2146225.9865000006)
695.0,TIENDAS DE AUTO SERVICIO,"BODEGA AURRERA,S.A. DE C.V.",Bolivar,190,Entre Chimalpopoca,Obrera,06800,,Cuauhtémoc,POINT (485304.09360000025 2147507.0624)
696.0,TIENDAS DE AUTO SERVICIO,ISSSTETIENDAS,Dr. Pascua,,Esq. Dr. Andrade,Doctores,06720,Actualmente parece baldio,Cuauhtémoc,POINT (484820.5741999997 2147543.2016000003)
697.0,CENTRO COMERCIAL,CENTRO COMERCIAL CHINA MÉXICO,Av. Fray Servando Teresa de Mier,380,Entre Calz. la Viga y Topacio,Esperanza,06840,Actualmente hay vivienda y comercio,Cuauhtémoc,POINT (486460.9949000003 2147639.7205999997)
698.0,TIENDAS DEPARTAMENTALES,VIANA,Canal del Norte,2,Esq. Aurora,Maza,06880,Es parte de TIENDA DE AUTOSERVICIO Mega Soriana,Cuauhtémoc,POINT (485609.42349999957 2151260.1832)
699.0,TIENDAS DE AUTO SERVICIO,TIENDA DEL SNT DE LA SHCP,Jupiter,5,Esq. Prol. Guerrero,Sn. Simon Tolnahuac,06920,Actualmente se percibe habitacional,Cuauhtémoc,POINT (485041.8945000004 2151506.7369999997)
700.0,TIENDAS DE AUTO SERVICIO,"COMERCIAL MEXICANA, S.A. DE C.V.",Chabacano,43,Entre José Sotero Castañeda y José Antonio Torres Xocongo,Ampl. Asturias,06890,,Cuauhtémoc,POINT (486066.8855999997 2145988.2992000002)
701.0,TIENDAS DE AUTO SERVICIO,Centro Comercial de Autoservicio,,,,,,Sumesa,Cuauhtémoc,POINT (483124.7226 2146451.4453999996)
702.0,CENTRO COMERCIAL,Fórum Buenavista,Eje 1 Nte,259,,Buenavista,06350,,Cuauhtémoc,POINT (484081.8186999997 2150616.4682)
703.0,TIENDA DE AUTOSERVICIO_1,Super ISSSTE,Dr. Andrade,72,,Doctores,06720,,Cuauhtémoc,POINT (484792.0993999997 2147587.3000000007)
704.0,CENTRO Y PLAZA COMERCIAL,Mercado San Cosme,Av. Ribera de San Cosme,s/n,,San Rafael,06470,,Cuauhtémoc,POINT (482961.8633000003 2149749.7325)
705.0,MIXTO,Reforma 222,Reforma,222,,Juárez,06600,,Cuauhtémoc,POINT (483011.3733000001 2148287.5764000006)
706.0,MIXTO,Reforma 222,Reforma,222,,Juárez,06600,,Cuauhtémoc,POINT (482977.95610000007 2148289.3586999997)
707.0,MIXTO,Reforma 222,Reforma,222,,Juárez,06600,,Cuauhtémoc,POINT (483021.62119999994 2148316.9836)
708.0,MIXTO,Reforma 222,Reforma,222,,Juárez,06600,,Cuauhtémoc,POINT (483040.7803999996 2148335.6972000003)
709.0,MIXTO,Reforma 222,Havre,28,,Juárez,06600,,Cuauhtémoc,POINT (483026.0767999999 2148196.2359999996)
710.0,MIXTO,Reforma 222,Havre,30,,Juárez,06600,,Cuauhtémoc,POINT (483036.3247999996 2148182.8691000007)
711.0,CENTRO Y PLAZA COMERCIAL,Plaza La Rosa,Londres,119,,Juárez,06600,,Cuauhtémoc,POINT (482742.8103 2147945.8297000006)
712.0,CENTRO Y PLAZA COMERCIAL,Mercado La Roma,Queretaro,225,,Roma Norte,06700,,Cuauhtémoc,POINT (482718.2937000003 2146670.1778999995)
713.0,TIENDA DE AUTOSERVICIO_1,Superama,Michoacan,38,,Hipodromo,06100,,Cuauhtémoc,POINT (482028.9442999996 2146351.4944)
714.0,TIENDA DE AUTOSERVICIO_1,Sumesa Bajío,Bajío,266,,Roma Sur,06760,,Cuauhtémoc,POINT (482581.2301000003 2145434.9079)
715.0,CENTRO Y PLAZA COMERCIAL,Pabellón Cuauhtémoc,Antonio M. Anza,20,,Roma Sur,06740,,Cuauhtémoc,POINT (483660.76520000026 2146348.9483000003)
716.0,CENTRO Y PLAZA COMERCIAL,Mercado de Medellín,Campeche,s/n,,Roma Sur,06760,,Cuauhtémoc,POINT (482845.1730000004 2146241.5889)
717.0,CENTRO Y PLAZA COMERCIAL,Mercado Hidalgo,Dr. Andrade,26,,Doctores,06720,,Cuauhtémoc,POINT (484655.21910000034 2146627.531199999)
718.0,CENTRO Y PLAZA COMERCIAL,Portal Centro,Clavijero,75,,Transito,06820,,Cuauhtémoc,POINT (486310.1668999996 2147236.4671)
719.0,CENTRO Y PLAZA COMERCIAL,Puerta Tlatelolco,Manuel Gonzalez,10,,San Simón Tolnahuac,06920,Hay una TIENDA DE AUTOSERVICIO Walmart,Cuauhtémoc,POINT (485096.78249999974 2151305.612400001)
720.0,CENTRO Y PLAZA COMERCIAL,Mercado Francisco Sarabia,Rossini,73,,Ex Hipodromo de Peralvillo,06250,,Cuauhtémoc,POINT (485590.0206000004 2151510.7940999996)
721.0,TIENDA DEPARTAMENTAL_1,Coppel,Canal del Norte,2,,Felipe Pescador,06270,,Cuauhtémoc,POINT (486411.63850000035 2151019.338199999)
722.0,CENTRO Y PLAZA COMERCIAL,Mercado 17 - Beethoven,Wolfgang Amadeus Mozart,s/n,,Peralvillo,06220,,Cuauhtémoc,POINT (486335.89279999956 2151681.444599999)
723.0,CENTRO Y PLAZA COMERCIAL,Urban Center Condesa,Durango,205,,Roma Norte,06700,,Cuauhtémoc,POINT (482398.73230000027 2147323.2829)
724.0,CENTRO Y PLAZA COMERCIAL,Puerta Condesa,Av. Insurgentes Sur,453,,Hipodromo,06100,,Cuauhtémoc,POINT (482277.7620000001 2145814.1614999995)
725.0,CENTRO Y PLAZA COMERCIAL,Plaza Cuauhtemoc,Av. Cuauhtemoc,19,,Roma Norte,06700,,Cuauhtémoc,POINT (483805.37430000026 2147835.6801999994)
726.0,CENTRO Y PLAZA COMERCIAL,Plaza Niza 66,Niza,66,,Juárez,06600,,Cuauhtémoc,POINT (483042.68200000003 2147867.0923999995)
727.0,CENTRO Y PLAZA COMERCIAL,Plaza del Ángel,Hamburgo,150,,Juárez,06600,,Cuauhtémoc,POINT (482585.3808000004 2147909.9395000003)
728.0,TIENDA DEPARTAMENTAL_1,Coppel,Fray Servando Teresa de Mier,351,,Esperanza,06840,,Cuauhtémoc,POINT (486690.8746999996 2147598.7946000006)
729.0,TIENDA DE AUTOSERVICIO_1,Bodega Aurrera,5 de Febrero,317,,Obrera,06800,,Cuauhtémoc,POINT (485602.9450000003 2146541.6458)
730.0,PLAZAS COMERCIALES,,Tacuba,46 Admon.,Esq. Allende,Centro,06010,,Cuauhtémoc,POINT (485645.6847000001 2149070.6525999997)
731.0,TIENDAS DEPARTAMENTALES,"SUBURBIA, S.A. DE C.V.",Av. 16 de Septiembre,81,Esq. Isabel La Catolica,Centro,06000,,Cuauhtémoc,POINT (485826.9294999996 2148611.0770999994)
732.0,TIENDAS DEPARTAMENTALES,"SUBURBIA, S.A. DE C.V.",Av. 20 de Noviembre,62,Esq. Pino Suarez,Centro,06090,,Cuauhtémoc,POINT (485977.2829999998 2148375.4899000004)
733.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Isabel La Católica,36,Esq. 16 de Septiembre,Centro,06000,,Cuauhtémoc,POINT (485695.5471999999 2148671.707699999)
734.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",5 de Mayo,5,Esq. Condesa,Centro,06000,,Cuauhtémoc,POINT (485278.86930000037 2148894.4546000008)
735.0,TIENDAS DE AUTO SERVICIO,"WOOLWORTH MEXICANA, S.A. DE C.V.",Palma,34,Donceles,Centro,06010,,Cuauhtémoc,POINT (485813.86149999965 2148680.135)
736.0,TIENDAS DEPARTAMENTALES,VIANA,Av. Hidalgo,S/N,Esq. Paseo de la Reforma,Tabacalera Revolucion,06300,,Cuauhtémoc,POINT (484536.7185000004 2149285.7898999993)
737.0,TIENDAS DE AUTO SERVICIO,"BODEGA COMERCIAL MEXICANA, S.A. DE C.V.",Venustiano Carranza,125,Entre Tabacaleros y Correo Mayor,Centro,06060,,Cuauhtémoc,POINT (486269.80119999964 2148442.7645999994)
738.0,TIENDAS DEPARTAMENTALES,PUERTO DE LIVERPOOL,Venustiano Carranza,92,Esq. 20 de Noviembre,Centro,06060,,Cuauhtémoc,POINT (485998.18769999966 2148529.7245000005)
739.0,TIENDAS DEPARTAMENTALES,"EL PALACIO DE HIERRO, S.A. DE C.V.",Av. 20 de Noviembre,3,Entre Venustiano Carranza y Rep. de Uruguay,Centro,06060,,Cuauhtémoc,POINT (485932.8021 2148548.9180999994)
740.0,TIENDAS DEPARTAMENTALES,VIANA,Plaza de Sto. Tomás,17,Medicos Militares,Centro,06090,,Cuauhtémoc,POINT (486233.29310000036 2147921.061899999)
741.0,TIENDAS DE AUTO SERVICIO,"ALMACENES GARCIA DE MÉXICO,S.A",Venustiano Carranza,91,Esq. 5 de Febrero,Centro,06060,,Cuauhtémoc,POINT (485847.0078999996 2148512.4693)
742.0,TIENDAS DE AUTO SERVICIO,ISSSTETIENDAS,Buen Tono,8,Esq. Arandas,Centro,06070,,Cuauhtémoc,POINT (484950.21609999985 2148288.6756999996)
743.0,TIENDAS DE AUTO SERVICIO,ISSSTETIENDAS,Manuel Tolsa,9,Esq. Tres Guerras,Centro,06040,,Cuauhtémoc,POINT (484135.89130000025 2148157.1391000003)
744.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Insurgentes Sur,421,Esq. Aguascalientes,Hipódromo Condesa,06100,,Cuauhtémoc,POINT (482293.6651999997 2145948.3224)
745.0,CENTRO COMERCIAL,CORTINA CRISTINA AZCARRAGA,Dr. Vertiz,113L.H,Entre Dr. Río de la Loza y Tesorería,Doctores,06720,,Cuauhtémoc,POINT (484585.5292999996 2147926.2602999993)
746.0,TIENDAS DEPARTAMENTALES,VIANA,Eje Central Lázaro Cárdenas,10,Esq. Tizapan,Centro,06080,,Cuauhtémoc,POINT (485101.2483000001 2147995.0983000007)
747.0,CENTRO COMERCIAL,,Eje 1 Nte,259,,Buenavista,06350,,Cuauhtémoc,POINT (484081.8186999997 2150616.4682)
748.0,CENTRO Y PLAZA COMERCIAL,PLAZA ARMI,Manuel de la Peña y Peña,44,,Centro,06010,,Cuauhtémoc,POINT (486958.1059999997 2149558.2128999997)
749.0,CENTRO Y PLAZA COMERCIAL,Paladium,Lecumberri,46,,Centro,06000,,Cuauhtémoc,POINT (486970.02770000044 2149270.4078)
